Type,Watts,Start Date,Ownership
HPS,60,1985-01-01,COE
LED,22,2016-10-11,COE
HPS,100,1989-01-01,COE
LED,65,2013-11-01,COE
HPS,150,2008-09-03,COE
HPS,70,2002-09-01,COE
HPS,100,1990-01-01,COE
HPS,150,2004-07-26,COE
HPS,400,2015-10-01,COE
LED,83,2003-04-01,COE
HPS,70,1984-01-01,COE
HPS,100,1999-01-01,COE
LED,22,2011-11-29,COE
LED,22,2011-11-01,COE
HPS,250,2004-07-27,COE
HPS,70,2002-09-01,COE
LED,53,2016-07-20,COE
HPS,250,2010-06-10,COE
LED,91,2017-10-23,COE
HPS,150,2007-01-01,COE
LED,107,2016-04-12,COE
HPS,150,2000-10-24,COE
HPS,250,1989-01-01,COE
HPS,100,2001-09-21,COE
HPS,150,2005-10-27,COE
HPS,100,1991-01-01,COE
HPS,70,1990-01-01,COE
HPS,150,2010-02-22,COE
HPS,70,2002-09-01,COE
HPS,250,2002-09-01,COE
HPS,70,2002-09-01,COE
LED,34,2017-01-15,COE
HPS,70,1992-03-30,COE
HPS,100,2014-08-01,COE
HPS,150,2002-09-01,COE
LED,72,2013-12-14,COE
LED,43,2011-09-27,COE
HPS,100,2001-12-19,COE
LED,34,2016-04-12,COE
HPS,70,2002-09-01,COE
HPS,70,2002-09-01,COE
LED,43,2011-11-01,COE
HPS,250,2008-05-25,COE
HPS,250,2008-05-25,COE
HPS,70,2004-09-20,COE
HPS,100,2001-11-01,COE
LED,86,2013-11-01,COE
HPS,400,2009-02-24,COE
LED,22,2017-01-11,COE
HPS,100,2012-03-01,COE
HPS,150,2007-06-25,COE
HPS,70,1980-01-08,COE
HPS,70,1989-11-22,COE
HPS,150,2015-05-22,COE
HPS,100,2005-01-01,COE
LED,35,2016-11-01,COE
HPS,60,2004-04-29,COE
HPS,100,2012-09-01,COE
HPS,150,2007-11-01,COE
HPS,70,1985-01-01,COE
HPS,250,2011-08-02,COE
HPS,150,1985-01-01,COE
HPS,70,2002-09-01,COE
HPS,250,2010-12-16,COE
HPS,100,2002-09-01,COE
HPS,100,1994-01-01,COE
HPS,70,2003-10-30,COE
HPS,100,2012-09-01,COE
LED,72,2011-11-29,COE
HPS,100,2007-10-01,COE
HPS,70,2002-01-09,COE
HPS,70,2002-09-01,COE
HPS,100,2007-01-01,COE
HPS,100,1989-01-01,COE
HPS,100,2007-03-21,COE
HPS,150,2002-09-01,COE
HPS,70,1985-01-01,COE
HPS,150,2002-09-01,COE
HPS,70,2002-09-01,COE
LED,22,2017-01-11,COE
HPS,100,2004-11-01,COE
LED,65,2015-10-01,COE
HPS,70,1994-01-01,COE
LED,73,2015-07-06,COE
HPS,70,2002-09-01,COE
LED,86,2013-08-16,COE
LED,65,2016-10-21,COE
HPS,100,2014-08-28,COE
HPS,70,1983-03-05,COE
HPS,150,2011-11-23,COE
HPS,70,2002-09-01,COE
HPS,100,2002-12-01,COE
LED,65,2012-01-23,COE
HPS,70,2011-09-01,COE
LED,43,2011-11-01,COE
LED,22,2013-12-14,COE
LED,22,2017-01-11,COE
LED,22,2015-11-24,COE
HPS,400,1997-10-01,COE
HPS,250,2007-11-15,COE
HPS,150,2011-02-04,COE
HPS,100,2005-09-01,COE
HPS,150,1984-01-01,COE
HPS,150,2010-08-17,COE
HPS,400,2012-07-31,COE
HPS,400,2012-07-31,COE
LED,22,2015-11-24,COE
HPS,150,1980-01-01,COE
HPS,70,2002-09-01,COE
HPS,100,2000-01-01,COE
LED,86,2014-10-10,COE
HPS,100,1993-01-01,COE
HPS,100,2000-11-16,COE
HPS,70,1992-03-30,COE
HPS,70,1989-12-13,COE
HPS,400,2010-07-02,COE
HPS,43,2002-09-01,COE
LED,201,2014-12-13,COE
LED,22,2011-11-29,COE
HPS,70,1992-07-13,COE
HPS,150,2004-02-23,COE
HPS,150,2000-12-14,COE
HPS,400,2002-01-01,COE
HPS,70,1987-01-01,COE
HPS,150,2003-11-01,COE
HPS,100,2012-02-01,COE
HPS,70,1993-03-19,COE
LED,22,2012-01-26,COE
LED,86,2013-07-24,COE
HPS,70,1985-01-01,COE
HPS,100,2004-01-10,COE
HPS,60,1987-01-01,COE
HPS,70,1992-12-09,COE
HPS,60,1986-01-01,COE
HPS,70,1985-01-01,COE
LED,22,2013-02-25,COE
HPS,100,1994-01-01,COE
HPS,70,1979-12-05,COE
HPS,150,2001-08-17,COE
HPS,150,1985-01-01,COE
HPS,70,2002-09-01,COE
HPS,43,2002-09-01,COE
HPS,100,2007-05-16,COE
HPS,250,1990-06-04,COE
HPS,150,1995-05-24,COE
HPS,100,2014-07-01,COE
HPS,100,1989-01-01,COE
HPS,150,2002-09-01,COE
LED,72,2011-10-19,COE
LED,72,2011-11-29,COE
LED,201,2013-11-01,COE
HPS,100,1994-01-01,COE
LED,105,2016-04-12,COE
HPS,100,1999-01-01,COE
HPS,100,2003-08-01,COE
LED,43,2013-03-01,COE
HPS,100,1990-02-09,COE
HPS,70,2008-10-01,COE
HPS,150,2004-08-23,COE
LED,34,2015-10-22,COE
HPS,70,2002-09-01,COE
HPS,70,2002-09-01,COE
LED,34,2016-07-11,COE
HPS,100,2012-03-15,COE
HPS,70,2008-10-01,COE
HPS,100,2005-06-01,COE
LED,34,2017-01-16,COE
HPS,150,2008-05-09,COE
HPS,100,2006-10-01,COE
LED,86,2012-11-25,COE
LED,65,2014-01-01,COE
HPS,100,2012-10-05,COE
HPS,70,1984-01-01,COE
HPS,100,2002-09-01,COE
HPS,100,2002-09-01,COE
LED,34,2016-05-26,COE
HPS,70,2002-09-01,COE
HPS,100,2009-06-08,COE
LED,43,2015-10-01,COE
HPS,100,2002-09-01,COE
HPS,100,2000-02-26,COE
HPS,150,2008-09-01,COE
LED,41,2012-01-14,COE
LED,22,2013-08-16,COE
HPS,70,1985-01-01,COE
HPS,150,2002-09-01,COE
HPS,100,2008-06-24,COE
HPS,70,1999-01-01,COE
LED,72,2011-11-29,COE
HPS,150,1997-12-09,COE
LED,22,2011-11-29,COE
HPS,70,2002-09-01,COE
HPS,150,2010-09-21,COE
HPS,150,1981-01-01,COE
LED,54,2017-02-14,COE
MH,70,2011-04-27,COE
MH,70,2011-04-27,COE
HPS,150,2001-11-01,COE
LED,65,2016-02-18,COE
LED,143,2015-11-11,COE
HPS,400,2002-09-01,COE
HPS,400,2002-09-01,COE
HPS,150,1986-09-03,COE
HPS,70,2002-09-01,COE
HPS,150,2007-01-01,COE
HPS,150,2007-01-01,COE
LED,90,2015-08-20,COE
LED,35,2016-03-11,COE
LED,26,2014-04-01,COE
HPS,70,2002-09-01,COE
HPS,70,2002-09-01,COE
HPS,100,2002-12-01,COE
HPS,100,1999-12-31,COE
HPS,150,2002-09-01,COE
MH,100,2011-01-01,COE
HPS,150,1988-01-01,COE
HPS,400,2010-12-16,COE
HPS,150,2009-04-07,COE
HPS,70,1991-01-07,COE
HPS,150,2009-10-26,COE
LED,34,2016-06-17,COE
HPS,70,1990-04-18,COE
HPS,250,2003-10-07,COE
HPS,100,2008-11-18,COE
HPS,70,1991-01-14,COE
HPS,100,2012-06-27,COE
HPS,100,2012-06-27,COE
HPS,150,1987-11-17,COE
LED,26,2014-04-01,COE
HPS,150,1994-10-14,COE
HPS,400,2012-04-11,COE
LED,91,2016-07-12,COE
HPS,100,1996-11-29,COE
LED,15,2016-07-13,COE
HPS,310,2012-12-01,COE
HPS,100,1994-01-01,COE
HPS,70,2013-08-01,COE
HPS,70,1990-05-09,COE
HPS,150,2011-01-27,COE
HPS,70,2002-01-09,COE
LED,34,2017-01-15,COE
HPS,100,1997-10-31,COE
LED,143,2012-01-12,COE
HPS,70,2002-09-01,COE
HPS,250,2015-12-01,COE
HPS,150,2007-12-10,COE
HPS,70,1993-03-19,COE
HPS,35,2013-10-22,COE
HPS,70,2012-04-01,COE
HPS,250,2002-03-15,COE
HPS,70,1993-08-01,COE
HPS,70,2005-09-01,COE
LED,40,2012-09-01,COE
HPS,150,2010-10-26,COE
HPS,70,2002-09-01,COE
HPS,150,2002-09-01,COE
HPS,70,1990-05-17,COE
HPS,100,1988-01-01,COE
HPS,150,2012-07-01,COE
LED,53,2016-04-12,COE
LED,53,2016-04-12,COE
LED,86,2015-11-10,COE
HPS,100,1990-01-01,COE
MH,100,2005-08-05,COE
LED,65,2013-11-01,COE
HPS,400,1995-01-01,COE
LED,34,2017-01-16,COE
HPS,100,1998-10-01,COE
HPS,70,1982-10-12,COE
LED,65,2015-02-01,COE
HPS,70,2002-09-01,COE
HPS,100,2005-10-01,COE
LED,34,2016-07-08,COE
LED,43,2013-12-14,COE
LED,91,2016-07-12,COE
LED,54,2016-04-12,COE
HPS,70,2002-09-01,COE
LED,34,2016-05-20,COE
HPS,70,2002-09-01,COE
HPS,100,2000-07-21,COE
HPS,150,2002-09-01,COE
LED,43,2015-10-01,COE
HPS,70,2002-09-01,COE
HPS,100,1994-01-01,COE
HPS,70,1985-01-01,COE
HPS,70,2010-01-08,COE
HPS,100,1993-03-12,COE
LED,73,2016-06-17,COE
HPS,150,2002-09-01,COE
HPS,150,1985-01-01,COE
HPS,70,1990-04-18,COE
LED,34,2016-04-12,COE
HPS,100,1991-05-29,COE
HPS,250,2010-12-16,COE
HPS,70,2002-09-01,COE
HPS,150,1985-01-01,COE
HPS,250,1988-01-01,COE
HPS,150,2011-12-01,COE
LED,22,2012-01-26,COE
HPS,150,2002-09-01,COE
HPS,150,2002-09-01,COE
HPS,70,1987-01-01,COE
HPS,150,1990-10-24,COE
HPS,22,1987-01-01,COE
HPS,70,2002-09-01,COE
LED,65,2012-11-25,COE
LED,53,2016-07-19,COE
HPS,400,2002-09-01,COE
HPS,70,2002-09-01,COE
HPS,70,2002-09-01,COE
HPS,250,1991-12-10,COE
HPS,100,2005-06-01,COE
LED,65,2013-02-01,COE
LED,35,2016-03-11,COE
HPS,150,2008-02-26,COE
LED,22,2011-11-29,COE
LED,22,2014-01-17,COE
HPS,150,2002-09-01,COE
LED,38,2017-01-16,COE
HPS,70,1989-01-01,COE
HPS,60,1989-01-01,COE
HPS,100,2009-04-17,COE
LED,55,2015-10-01,COE
HPS,100,2004-12-01,COE
LED,90,2016-04-01,COE
LED,90,2016-04-01,COE
LED,22,2013-06-12,COE
LED,34,2016-07-11,COE
HPS,150,1993-11-05,COE
LED,72,2012-01-12,COE
LED,34,2016-04-12,COE
LED,43,2014-08-10,COE
HPS,150,2002-09-01,COE
MH,70,2014-05-13,COE
MH,70,2014-05-13,COE
HPS,250,2012-07-31,COE
HPS,250,2001-01-12,COE
HPS,70,2006-02-22,COE
HPS,400,2011-02-14,COE
LED,143,2014-09-19,COE
HPS,70,1986-12-30,COE
LED,43,2013-12-14,COE
HPS,100,2002-09-01,COE
HPS,70,1985-01-01,COE
HPS,70,2011-06-01,COE
LED,22,2013-08-16,COE
LED,158,2015-10-01,COE
HPS,70,1998-07-03,COE
LED,41,2012-01-12,COE
HPS,400,2003-10-21,COE
HPS,400,2003-10-21,COE
HPS,70,1985-12-17,COE
HPS,100,1999-01-01,COE
HPS,100,1991-01-01,COE
HPS,70,1985-01-01,COE
HPS,70,1990-04-06,COE
HPS,150,2001-03-19,COE
HPS,70,2002-09-01,COE
LED,34,2015-06-30,COE
LED,43,2012-11-01,COE
LED,34,2016-06-20,COE
HPS,150,2008-11-03,COE
HPS,150,2002-09-01,COE
HPS,100,2000-12-08,COE
HPS,150,2002-07-22,COE
LED,55,2015-11-23,COE
HPS,70,1990-09-13,COE
HPS,100,2007-08-14,COE
LED,86,2016-09-08,COE
LED,43,2014-04-01,COE
HPS,70,2004-08-17,COE
HPS,100,1999-01-01,COE
HPS,100,1994-01-01,COE
LED,35,2015-01-01,COE
HPS,100,1985-01-01,COE
HPS,70,2002-09-01,COE
HPS,100,2011-03-01,COE
HPS,70,2002-09-01,COE
HPS,150,1995-11-20,COE
HPS,100,2004-02-01,COE
HPS,70,2002-09-01,COE
LED,35,2014-12-20,COE
HPS,100,2001-10-03,COE
HPS,100,2012-01-01,COE
HPS,100,2002-09-01,COE
HPS,100,2002-10-01,COE
LED,91,2016-07-12,COE
LED,72,2015-11-25,COE
LED,86,2015-03-01,COE
HPS,70,1985-01-01,COE
HPS,100,2014-08-01,COE
LED,65,2016-06-17,COE
LED,43,2013-12-14,COE
HPS,100,2006-01-05,COE
LED,34,2016-04-12,COE
HPS,150,1999-12-15,COE
HPS,250,2013-05-30,COE
HPS,150,2011-08-26,COE
HPS,70,2002-09-01,COE
LED,65,2015-09-28,COE
HPS,70,1988-01-01,COE
HPS,150,1984-01-01,COE
HPS,100,1991-01-01,COE
HPS,250,1993-12-22,COE
HPS,70,1992-10-01,COE
HPS,400,2011-03-09,COE
HPS,400,1986-01-01,COE
LED,27,2017-01-15,COE
LED,27,2017-01-15,COE
HPS,70,2008-11-21,COE
LED,43,2011-12-16,COE
HPS,70,2006-01-11,COE
HPS,43,2007-12-15,COE
HPS,100,1990-01-24,COE
HPS,100,2012-03-01,COE
HPS,70,2002-09-01,COE
HPS,70,1979-01-01,COE
HPS,70,2002-09-01,COE
LED,65,2011-11-29,COE
HPS,70,1989-11-20,COE
LED,22,2017-01-11,COE
HPS,41,2013-08-16,COE
LED,43,2016-06-27,COE
HPS,150,1984-01-01,COE
HPS,100,1992-01-01,COE
HPS,43,1996-12-26,COE
LED,201,2016-12-14,COE
HPS,150,2003-10-01,COE
HPS,70,2002-09-01,COE
LED,55,2016-11-01,COE
HPS,100,2002-09-01,COE
LED,143,2012-01-14,COE
HPS,70,1985-01-01,COE
LED,91,2016-12-14,COE
HPS,250,2003-06-22,COE
HPS,250,2007-11-01,COE
MH,100,2011-01-01,COE
HPS,38,1997-10-09,COE
HPS,70,1988-01-01,COE
HPS,150,2010-02-09,COE
HPS,150,2010-02-09,COE
HPS,100,2012-06-27,COE
HPS,100,2012-06-27,COE
LED,90,2016-04-01,COE
LED,158,2016-11-01,COE
HPS,150,2011-11-01,COE
HPS,150,2002-09-01,COE
HPS,100,1989-01-01,COE
HPS,70,2011-03-01,COE
HPS,250,2010-07-28,COE
LED,43,2012-11-02,COE
LED,43,2011-12-16,COE
LED,22,2011-11-29,COE
LED,72,2012-01-23,COE
HPS,250,2000-08-16,COE
LED,90,2009-11-18,COE
HPS,70,1985-01-01,COE
HPS,100,2010-12-01,COE
LED,201,2011-09-22,COE
HPS,150,1999-12-15,COE
HPS,150,1985-01-01,COE
HPS,150,2002-09-01,COE
HPS,250,2005-07-14,COE
HPS,150,2008-02-20,COE
HPS,70,2002-09-01,COE
HPS,400,1980-01-01,COE
HPS,70,2011-08-01,COE
HPS,70,1989-11-22,COE
HPS,150,1995-01-01,COE
HPS,150,1995-01-01,COE
HPS,70,2012-09-01,COE
HPS,150,1988-01-01,COE
HPS,70,1994-07-12,COE
HPS,70,1984-01-01,COE
LED,72,2012-03-01,COE
HPS,150,2012-10-17,COE
HPS,100,1993-01-01,COE
HPS,70,1988-01-01,COE
LED,22,2013-12-14,COE
LED,22,2015-11-24,COE
LED,105,2016-12-14,COE
HPS,70,1985-01-01,COE
HPS,70,2002-09-01,COE
HPS,150,2002-09-01,COE
HPS,70,1988-02-01,COE
LED,35,2016-03-11,COE
HPS,70,2006-11-03,COE
LED,38,2016-04-12,COE
HPS,150,2002-09-01,COE
HPS,150,2000-12-08,COE
HPS,70,2002-09-01,COE
LED,34,2017-01-16,COE
HPS,250,1984-01-01,COE
LED,34,2015-07-06,COE
LED,86,2014-05-07,COE
HPS,70,1985-01-01,COE
HPS,70,2002-09-01,COE
LED,54,2014-04-01,COE
HPS,150,2004-03-01,COE
HPS,150,2012-07-31,COE
HPS,150,1995-12-14,COE
HPS,70,1985-01-01,COE
LED,72,2015-11-26,COE
HPS,250,2011-10-28,COE
LED,22,2012-11-27,COE
HPS,70,1985-01-01,COE
HPS,150,1991-01-01,COE
HPS,150,2012-02-01,COE
HPS,150,2010-02-22,COE
HPS,150,2002-09-01,COE
LED,22,2012-01-26,COE
HPS,70,1991-01-03,COE
HPS,100,1991-01-01,COE
LED,22,2013-12-14,COE
HPS,70,2002-09-01,COE
HPS,70,1994-08-23,COE
HPS,150,2002-07-22,COE
HPS,70,1980-01-01,COE
HPS,70,2002-09-01,COE
HPS,100,2004-01-01,COE
HPS,150,2011-02-01,COE
HPS,250,2010-12-01,COE
HPS,150,2006-06-20,COE
LED,65,2016-11-11,COE
LED,86,2012-11-25,COE
LED,55,2016-11-01,COE
HPS,150,1984-01-01,COE
HPS,150,2006-02-22,COE
HPS,150,1988-01-01,COE
HPS,150,2001-04-30,COE
LED,91,2016-06-20,COE
HPS,150,2007-09-01,COE
HPS,70,1993-09-23,COE
HPS,70,1994-01-01,COE
HPS,100,2004-10-22,COE
HPS,100,2000-12-08,COE
HPS,150,2008-04-04,COE
LED,101,2015-04-01,COE
HPS,100,1999-01-01,COE
HPS,70,1988-01-01,COE
HPS,100,1989-10-27,COE
LED,83,2003-04-01,COE
LED,65,2014-10-21,COE
HPS,100,2007-10-01,COE
LED,201,2013-06-14,COE
HPS,100,1991-04-11,COE
HPS,100,2006-03-23,COE
LED,34,2015-04-01,COE
LED,41,2012-01-12,COE
LED,34,2015-04-01,COE
HPS,250,1993-01-01,COE
LED,105,2016-04-12,COE
LED,65,2015-04-01,COE
HPS,70,2002-09-01,COE
MH,100,2003-12-03,COE
LED,43,2013-06-12,COE
HPS,400,2002-09-01,COE
HPS,400,2002-09-01,COE
HPS,250,1995-01-01,COE
HPS,70,2002-09-01,COE
LED,22,2013-02-25,COE
LED,86,2012-01-14,COE
HPS,70,2012-03-01,COE
HPS,150,2004-11-19,COE
LED,43,2012-12-10,COE
LED,73,2016-04-12,COE
HPS,70,1985-01-01,COE
HPS,150,2004-05-18,COE
HPS,150,2004-05-18,COE
LED,34,2017-01-16,COE
HPS,150,2007-03-01,COE
HPS,250,1992-06-10,COE
LED,86,2014-09-01,COE
HPS,70,2010-11-30,COE
HPS,150,2002-09-01,COE
HPS,150,1992-08-13,COE
HPS,70,1988-09-27,COE
HPS,150,2012-02-01,COE
HPS,100,2005-09-01,COE
HPS,70,2002-09-01,COE
HPS,100,2000-01-01,COE
LED,43,2012-11-01,COE
HPS,70,1979-01-01,COE
HPS,100,1991-01-01,COE
HPS,150,2008-09-01,COE
HPS,70,2013-11-08,COE
HPS,70,1984-01-01,COE
HPS,70,1990-06-19,COE
HPS,150,1985-01-01,COE
HPS,100,2000-01-01,COE
LED,200,2015-09-29,COE
HPS,150,2005-05-13,COE
HPS,150,1989-07-24,COE
HPS,70,1985-01-01,COE
LED,143,2013-07-24,COE
HPS,70,1985-01-01,COE
LED,35,2014-01-01,COE
LED,201,2014-12-13,COE
LED,19,2016-07-13,COE
HPS,70,2002-09-01,COE
HPS,150,2006-02-24,COE
LED,34,2003-04-01,COE
HPS,150,2010-12-06,COE
HPS,150,2003-08-20,COE
HPS,70,2002-09-01,COE
HPS,70,1979-01-01,COE
LED,43,2015-12-01,COE
HPS,250,1993-04-23,COE
LED,40,2014-12-20,COE
HPS,150,2008-04-14,COE
LED,65,2015-07-30,COE
MH,70,2011-04-27,COE
MH,70,2011-04-27,COE
HPS,150,1988-01-01,COE
HPS,150,1987-11-17,COE
HPS,250,2004-04-07,COE
LED,56,2016-07-12,COE
LED,86,2014-10-16,COE
HPS,100,2014-09-01,COE
HPS,400,2011-03-22,COE
LED,43,2014-02-01,COE
HPS,70,1986-12-29,COE
LED,43,2011-11-29,COE
HPS,70,1990-01-15,COE
HPS,150,1980-01-01,COE
HPS,100,2006-10-02,COE
HPS,100,1986-01-01,COE
LED,26,2014-04-01,COE
HPS,100,2003-10-29,COE
LED,91,2015-10-22,COE
HPS,70,2002-09-01,COE
LED,53,2016-04-12,COE
LED,55,2016-11-01,COE
HPS,70,2002-09-01,COE
HPS,100,2005-12-02,COE
HPS,100,2005-12-02,COE
HPS,150,1999-01-01,COE
LED,40,2013-08-01,COE
HPS,250,2017-08-18,COE
HPS,100,1988-01-01,COE
HPS,70,1993-08-17,COE
LED,86,2012-01-23,COE
LED,43,2013-10-26,COE
HPS,70,2002-09-01,COE
HPS,150,2010-03-05,COE
LED,86,2013-03-11,COE
LED,34,2016-12-14,COE
HPS,100,2010-12-14,COE
LED,41,2013-07-24,COE
HPS,150,2002-12-01,COE
LED,200,2015-09-29,COE
HPS,250,2002-09-01,COE
LED,43,2012-01-26,COE
LED,90,2015-04-01,COE
LED,90,2015-04-01,COE
HPS,100,1990-01-01,COE
HPS,150,2013-07-25,COE
HPS,22,1987-09-15,COE
HPS,70,2002-09-01,COE
HPS,150,1985-01-01,COE
HPS,70,2002-09-01,COE
HPS,100,2003-11-01,COE
HPS,70,2002-09-01,COE
HPS,100,2000-08-11,COE
HPS,150,2002-11-15,COE
HPS,70,1990-04-11,COE
HPS,150,1983-01-01,COE
LED,143,2011-12-16,COE
HPS,70,1990-04-06,COE
LED,86,2016-02-04,COE
HPS,70,1984-01-01,COE
HPS,100,1998-09-01,COE
HPS,100,2000-02-26,COE
LED,160,2016-12-14,COE
HPS,250,1989-10-24,COE
LED,35,2014-12-20,COE
HPS,150,2002-09-01,COE
HPS,100,1998-11-01,COE
HPS,100,2000-02-26,COE
LED,105,2016-04-12,COE
HPS,100,1992-01-01,COE
HPS,150,2004-10-01,COE
HPS,150,2004-10-01,COE
HPS,100,1993-12-13,COE
LED,72,2011-11-29,COE
HPS,150,1982-04-29,COE
LED,34,2016-04-12,COE
HPS,100,1991-03-14,COE
HPS,70,2002-09-01,COE
HPS,250,1991-11-14,COE
LED,34,2015-10-19,COE
LED,143,2012-01-14,COE
HPS,150,1988-03-21,COE
LED,72,2013-07-24,COE
HPS,310,2008-09-15,COE
HPS,70,2002-09-01,COE
HPS,100,2002-10-01,COE
LED,43,2013-12-14,COE
LED,65,2014-09-01,COE
LED,40,2016-11-11,COE
LED,65,2012-08-01,COE
HPS,100,2014-03-01,COE
HPS,70,2002-07-01,COE
HPS,60,1995-01-01,COE
HPS,70,1991-09-17,COE
HPS,150,2002-09-01,COE
HPS,150,2008-04-14,COE
HPS,250,1997-12-10,COE
HPS,150,2002-09-01,COE
LED,43,2014-08-10,COE
LED,43,2011-12-16,COE
HPS,150,2009-11-30,COE
HPS,150,2009-11-30,COE
LED,41,2012-01-14,COE
LED,34,2016-07-11,COE
LED,72,2014-11-01,COE
HPS,150,1986-01-01,COE
HPS,150,1984-01-01,COE
HPS,70,1986-01-01,COE
HPS,150,2010-02-22,COE
HPS,70,2002-09-01,COE
LED,90,2015-04-01,COE
HPS,400,2002-09-01,COE
HPS,70,1989-11-09,COE
HPS,70,2002-09-01,COE
LED,22,2015-10-01,COE
HPS,150,1991-01-01,COE
HPS,100,2006-01-05,COE
HPS,70,1994-07-12,COE
HPS,70,1980-01-01,COE
HPS,150,2010-12-16,COE
MH,100,2003-10-21,COE
HPS,70,2002-09-01,COE
LED,143,2012-01-23,COE
HPS,310,2007-01-01,COE
LED,72,2011-10-26,COE
HPS,70,1991-02-26,COE
HPS,250,2008-09-01,COE
HPS,43,2005-08-12,COE
HPS,70,2002-09-01,COE
HPS,70,2003-01-01,COE
HPS,100,2001-12-19,COE
HPS,70,2002-09-01,COE
LED,34,2016-07-11,COE
HPS,70,1985-01-01,COE
HPS,100,1991-07-31,COE
HPS,70,1982-11-19,COE
HPS,250,2006-07-18,COE
HPS,100,2002-09-01,COE
LED,86,2013-11-13,COE
HPS,70,2002-09-01,COE
HPS,70,2002-09-01,COE
HPS,150,2008-05-09,COE
HPS,150,2003-10-21,COE
HPS,100,1993-03-12,COE
LED,143,2016-11-26,COE
HPS,70,1990-05-16,COE
HPS,70,2002-09-01,COE
HPS,100,2011-03-01,COE
LED,86,2012-01-23,COE
HPS,250,1990-05-24,COE
HPS,400,2000-12-01,COE
HPS,310,2012-07-31,COE
HPS,100,2005-12-01,COE
HPS,100,1989-01-01,COE
HPS,150,1985-01-01,COE
LED,90,2015-08-20,COE
HPS,150,2006-12-13,COE
LED,43,2012-12-10,COE
HPS,150,2010-09-01,COE
HPS,70,2002-09-01,COE
LED,34,2017-01-16,COE
HPS,70,1980-01-01,COE
HPS,250,2010-02-22,COE
HPS,70,1988-02-01,COE
LED,35,2014-12-20,COE
HPS,70,1980-01-01,COE
LED,34,2016-07-13,COE
HPS,43,2002-09-01,COE
LED,86,2013-07-24,COE
LED,140,2015-04-01,COE
LED,34,2016-06-17,COE
HPS,70,2002-09-01,COE
HPS,150,2004-10-17,COE
HPS,150,1995-12-14,COE
HPS,150,1980-01-01,COE
LED,160,2016-12-14,COE
HPS,100,2006-06-28,COE
HPS,100,1998-09-01,COE
HPS,70,2008-11-21,COE
LED,200,2015-12-17,COE
HPS,150,2009-04-21,COE
LED,34,2015-10-22,COE
LED,54,2014-04-01,COE
LED,83,2016-09-14,COE
LED,35,2012-01-14,COE
HPS,150,1981-02-05,COE
HPS,143,2012-01-26,COE
HPS,150,2002-09-01,COE
HPS,70,2002-09-01,COE
HPS,100,2006-09-07,COE
LED,101,2016-04-12,COE
HPS,100,1998-07-01,COE
HPS,400,2006-03-22,COE
HPS,100,1993-01-01,COE
HPS,70,1984-01-01,COE
HPS,400,2002-09-01,COE
HPS,400,2002-09-01,COE
HPS,100,2002-09-01,COE
LED,15,2016-07-13,COE
HPS,150,1988-02-01,COE
HPS,70,1985-12-17,COE
HPS,43,2002-09-01,COE
HPS,100,2003-12-01,COE
LED,86,2014-10-01,COE
HPS,400,1995-01-01,COE
HPS,70,2002-09-01,COE
HPS,150,2009-07-08,COE
LED,65,2012-11-22,COE
HPS,70,1998-12-30,COE
LED,168,2016-04-12,COE
HPS,150,2002-09-01,COE
HPS,100,2000-12-31,COE
HPS,100,1990-01-01,COE
HPS,70,2002-09-01,COE
HPS,150,2002-03-28,COE
HPS,70,1992-04-22,COE
HPS,150,2010-01-06,COE
HPS,100,2005-12-02,COE
LED,101,2015-04-01,COE
HPS,70,1985-01-01,COE
HPS,70,1987-06-29,COE
HPS,150,2002-09-01,COE
LED,22,2013-08-16,COE
HPS,250,2011-01-01,COE
HPS,70,2002-09-01,COE
LED,34,2016-07-06,COE
HPS,70,1996-09-01,COE
HPS,400,2002-09-01,COE
HPS,100,2005-01-01,COE
HPS,150,2008-04-04,COE
HPS,100,2002-09-01,COE
HPS,70,1989-01-01,COE
LED,34,2016-04-12,COE
HPS,70,1987-01-01,COE
HPS,100,2007-10-01,COE
LED,143,2016-11-26,COE
HPS,150,2007-03-01,COE
HPS,70,1985-01-01,COE
HPS,43,1990-05-11,COE
HPS,70,1993-05-05,COE
HPS,250,2000-05-15,COE
HPS,150,2008-10-01,COE
HPS,70,2002-09-01,COE
HPS,70,2006-09-15,COE
HPS,70,2008-10-01,COE
HPS,150,2011-05-11,COE
LED,26,2014-04-01,COE
HPS,70,1994-12-22,COE
HPS,250,2008-03-27,COE
HPS,150,2013-02-26,COE
HPS,150,2010-10-01,COE
HPS,70,1990-01-15,COE
LED,91,2016-04-12,COE
LED,34,2016-04-12,COE
HPS,150,2003-08-12,COE
HPS,70,1990-05-09,COE
HPS,70,2002-09-01,COE
LED,34,2015-07-06,COE
HPS,70,2002-09-01,COE
LED,90,2015-04-01,COE
HPS,150,1991-01-01,COE
HPS,150,1985-01-01,COE
HPS,22,1993-08-13,COE
HPS,70,1986-09-23,COE
HPS,70,2002-09-01,COE
LED,72,2013-08-16,COE
HPS,150,2002-09-01,COE
LED,22,2012-01-26,COE
HPS,250,2003-03-10,COE
HPS,70,1986-01-01,COE
HPS,70,2002-09-01,COE
LED,143,2013-12-14,COE
LED,34,2016-07-16,COE
HPS,150,2011-08-01,COE
HPS,150,2008-06-01,COE
LED,143,2014-04-29,COE
HPS,100,1990-02-08,COE
HPS,250,2009-10-22,COE
HPS,100,2002-09-01,COE
